678,396,42,44
677,395,42,44
677,395,42,44
677,395,42,44
676,395,42,44
676,395,42,44
676,395,42,44
675,395,43,44
675,395,42,44
675,395,42,44
674,395,43,44
674,395,42,44
674,394,42,45
674,394,42,45
673,394,43,45
673,394,42,45
673,394,42,44
672,394,43,44
672,394,42,44
672,394,42,44
671,394,43,44
671,394,43,44
671,394,42,44
671,394,42,44
670,393,43,45
670,393,42,45
670,393,42,45
669,393,43,45
669,393,43,45
669,393,42,45
668,393,43,45
668,393,43,44
668,393,42,44
667,393,43,44
667,393,43,44
667,392,43,45
667,392,42,45
666,392,43,45
666,392,43,45
666,392,42,45
665,392,43,45
665,392,43,45
665,392,43,45
664,392,43,45
664,392,43,45
664,392,43,45
664,392,43,45
664,392,43,45
665,392,43,45
665,392,43,45
666,392,43,45
666,392,43,45
667,392,43,45
667,392,43,45
668,392,43,45
669,392,43,45
669,392,43,45
670,392,43,45
670,392,43,45
671,393,43,45
671,393,43,45
672,393,43,45
672,393,43,45
673,393,43,45
674,393,43,45
674,393,43,45
675,393,43,45
675,393,43,45
676,393,43,45
676,393,43,45
677,393,43,45
678,394,43,45
677,394,43,45
677,394,43,45
677,394,43,45
677,394,43,45
676,394,43,45
676,394,43,45
676,394,43,45
676,394,43,45
676,394,43,45
675,395,43,45
675,395,43,45
675,395,43,45
675,395,43,45
675,395,43,45
674,395,43,45
674,395,43,45
674,395,43,45
674,395,43,45
674,395,43,45
673,396,43,45
673,396,43,45
673,396,43,45
673,396,43,45
673,396,43,45
672,396,43,45
672,396,43,45
672,396,43,45
672,396,43,45
672,396,43,45
671,397,43,45
671,397,43,45
671,397,43,45
671,397,43,45
671,397,43,45
670,397,43,45
670,397,43,45
670,397,43,45
670,397,43,45
670,398,43,45
669,398,43,45
669,398,43,45
669,398,43,45
669,398,43,45
669,398,43,45
669,399,43,45
669,399,43,45
669,399,43,45
668,399,43,45
668,399,43,45
668,400,43,45
668,400,43,45
668,400,43,45
668,400,43,45
668,400,43,45
