253,423,25,44
252,423,25,43
251,423,26,43
251,423,25,43
250,423,26,43
250,423,25,43
249,423,26,43
249,423,25,43
248,423,26,43
248,423,25,43
247,423,26,43
247,423,25,43
246,423,26,43
245,423,27,43
245,423,26,43
244,423,27,43
244,423,26,43
243,423,27,43
243,423,26,43
242,423,27,43
242,423,26,43
241,423,27,43
241,423,26,43
240,423,27,43
240,423,27,43
239,423,27,43
238,423,27,43
238,423,27,43
237,423,27,43
237,423,27,43
236,423,27,43
236,423,27,43
235,423,27,43
235,423,27,43
234,424,27,43
234,424,27,43
233,424,27,43
233,424,27,43
232,424,27,43
232,424,27,43
231,424,27,43
230,424,27,43
230,424,27,43
229,424,27,43
229,425,27,43
228,425,27,43
228,425,27,43
227,425,27,43
227,425,27,43
226,425,27,43
226,425,27,43
225,425,27,43
225,425,27,43
224,425,27,43
224,426,27,43
223,426,27,43
222,426,27,43
222,426,27,43
221,427,27,42
220,427,28,42
220,427,27,42
219,427,28,43
218,428,28,42
218,428,28,42
217,428,28,42
216,428,28,42
216,429,28,41
215,429,28,41
214,429,29,42
214,429,28,42
213,430,29,41
212,430,29,41
212,430,29,41
211,430,29,41
211,431,29,41
210,431,29,41
209,431,29,41
208,432,29,41
208,432,28,41
207,433,29,41
206,433,29,41
205,434,29,41
205,434,28,41
204,435,28,41
203,435,29,41
202,436,29,41
202,436,28,41
201,437,28,41
200,437,28,41
200,438,28,41
199,438,28,41
198,438,28,41
197,439,28,41
197,439,27,41
196,440,28,41
195,440,28,41
194,441,28,41
194,441,27,41
193,442,27,41
192,442,28,41
191,443,28,41
191,443,27,41
190,444,27,41
189,444,27,41
189,445,27,41
188,445,27,41
188,446,27,41
187,446,28,42
187,447,27,41
186,448,28,41
186,448,28,42
186,449,28,41
185,449,28,42
185,450,28,42
184,451,29,41
184,451,29,42
183,452,29,42
183,452,29,43
183,453,29,42
182,454,29,42
182,454,29,43
181,455,30,42
181,455,30,43
180,456,30,43
180,457,30,42
180,457,30,43
179,458,31,43
179,458,30,44
178,459,31,43
178,460,31,43
177,460,31,44
177,461,31,43
177,461,31,44
176,462,32,44
176,463,31,43
175,463,32,44
175,464,32,44
175,465,32,44
174,465,32,44
174,466,32,44
174,467,32,44
174,468,32,44
173,469,33,44
173,470,32,44
173,470,32,44
173,471,32,44
172,472,33,44
172,473,33,44
172,474,32,44
172,475,32,44
172,475,32,44
171,476,33,44
171,477,33,44
171,478,32,44
171,479,32,44
170,480,33,44
170,480,33,44
170,481,33,44
170,482,32,44
170,483,32,44
169,484,33,44
169,485,33,44
169,485,33,44
169,486,32,44
168,487,33,44
168,488,33,44
168,489,33,44
168,490,33,44
168,491,33,44
167,492,33,43
167,493,33,43
167,494,33,43
166,495,34,43
166,496,33,43
166,497,33,43
165,498,34,43
165,499,34,43
