605,343,21,36
606,343,21,36
608,343,21,36
609,343,21,36
611,343,21,36
612,343,21,36
614,343,21,36
615,344,21,36
617,344,21,36
618,344,21,36
620,344,21,36
621,344,21,36
623,344,21,36
625,344,21,36
626,345,21,36
628,345,21,36
629,345,21,36
631,345,21,36
632,345,21,36
634,345,21,36
635,345,21,36
637,346,21,36
638,346,21,36
640,346,21,36
642,346,21,36
643,346,21,36
645,346,21,36
646,346,21,36
648,347,21,36
649,347,21,36
651,347,21,36
652,347,21,36
654,347,21,36
655,347,21,36
657,347,21,36
659,348,21,36
660,348,21,36
661,348,21,36
662,348,21,36
663,348,22,36
665,349,21,35
666,349,21,36
667,349,22,36
668,349,22,36
669,349,22,36
671,350,22,35
672,350,22,35
673,350,22,36
674,350,23,36
675,350,23,36
677,351,22,35
678,351,23,35
679,351,23,36
680,351,23,36
681,351,24,36
683,352,23,35
684,352,23,35
685,352,24,35
686,352,24,36
687,352,24,36
689,353,24,35
690,353,24,35
691,353,24,35
692,353,25,35
693,353,25,36
695,354,24,35
696,354,25,35
697,354,25,35
698,354,25,35
700,355,25,35
700,355,25,35
701,355,25,35
702,355,25,35
703,355,25,35
703,355,25,35
704,355,25,36
705,355,25,36
706,355,25,36
707,355,25,36
707,355,25,36
708,355,25,36
709,356,25,36
710,356,25,36
711,356,25,36
711,356,25,36
712,356,25,36
713,356,25,36
714,356,25,37
715,356,25,37
715,356,25,37
716,356,25,37
717,356,25,37
718,356,25,37
719,357,25,37
719,357,25,37
720,357,24,37
720,357,25,37
721,357,24,37
721,358,24,37
722,358,24,37
722,358,24,37
723,358,24,37
724,358,23,37
724,359,23,37
725,359,23,37
725,359,23,37
726,359,23,37
726,360,23,37
727,360,22,37
728,360,22,37
728,360,22,37
729,360,22,37
729,361,22,37
730,361,21,37
730,361,22,37
731,361,21,37
732,362,21,37
732,362,21,37
733,362,21,37
734,362,21,37
735,363,21,37
736,363,21,37
736,363,21,37
737,364,21,37
738,364,21,37
739,364,21,37
740,365,21,37
741,365,21,37
742,365,21,37
743,366,21,37
744,366,21,37
746,367,21,37
747,367,21,37
748,367,21,37
749,367,21,37
751,367,21,37
752,367,21,37
753,367,21,37
755,367,21,37
756,368,21,37
757,369,21,37
758,370,21,37
760,371,21,37
761,371,21,37
762,372,21,37
763,372,21,37
764,373,21,37
765,373,21,37
766,374,21,37
767,374,21,37
768,375,21,37
769,375,21,37
770,376,21,37
771,376,21,37
772,377,21,37
773,378,21,37
774,378,21,37
775,379,21,37
776,379,21,37
777,380,21,37
778,380,21,37
779,381,21,37
780,381,21,37
781,382,21,37
782,382,21,37
783,383,21,37
785,384,21,37
